Visitor/Neutral,Home/Neutral,Date,Start (ET),PTS,PTS
San Antonio Spurs,Oklahoma City Thunder,Sat Mar 10 2018,8:30 pm,94,104
Chicago Bulls,Atlanta Hawks,Sun Mar 11 2018,3:30 pm,129,122
Indiana Pacers,Boston Celtics,Sun Mar 11 2018,7:30 pm,99,97
Philadelphia 76ers,Brooklyn Nets,Sun Mar 11 2018,7:30 pm,120,97
Houston Rockets,Dallas Mavericks,Sun Mar 11 2018,7:00 pm,105,82
Sacramento Kings,Denver Nuggets,Sun Mar 11 2018,5:00 pm,104,130
Cleveland Cavaliers,Los Angeles Lakers,Sun Mar 11 2018,9:00 pm,113,127
Golden State Warriors,Minnesota Timberwolves,Sun Mar 11 2018,3:30 pm,103,109
Utah Jazz,New Orleans Pelicans,Sun Mar 11 2018,4:00 pm,116,99
Toronto Raptors,New York Knicks,Sun Mar 11 2018,1:00 pm,132,106
San Antonio Spurs,Houston Rockets,Mon Mar 12 2018,8:00 pm,93,109
Milwaukee Bucks,Memphis Grizzlies,Mon Mar 12 2018,8:00 pm,121,103
Sacramento Kings,Oklahoma City Thunder,Mon Mar 12 2018,8:00 pm,101,106
Miami Heat,Portland Trail Blazers,Mon Mar 12 2018,10:30 pm,99,115
Oklahoma City Thunder,Atlanta Hawks,Tue Mar 13 2018,7:30 pm,119,107
Toronto Raptors,Brooklyn Nets,Tue Mar 13 2018,7:30 pm,116,102
Los Angeles Clippers,Chicago Bulls,Tue Mar 13 2018,8:00 pm,112,106
Denver Nuggets,Los Angeles Lakers,Tue Mar 13 2018,10:30 pm,103,112
Charlotte Hornets,New Orleans Pelicans,Tue Mar 13 2018,8:00 pm,115,119
Dallas Mavericks,New York Knicks,Tue Mar 13 2018,7:30 pm,110,97
Indiana Pacers,Philadelphia 76ers,Tue Mar 13 2018,7:00 pm,101,98
Cleveland Cavaliers,Phoenix Suns,Tue Mar 13 2018,10:00 pm,129,107
Orlando Magic,San Antonio Spurs,Tue Mar 13 2018,8:30 pm,72,108
Detroit Pistons,Utah Jazz,Tue Mar 13 2018,9:00 pm,79,110
Minnesota Timberwolves,Washington Wizards,Tue Mar 13 2018,7:00 pm,116,111
Washington Wizards,Boston Celtics,Wed Mar 14 2018,8:00 pm,125,124
Los Angeles Lakers,Golden State Warriors,Wed Mar 14 2018,10:30 pm,106,117
Milwaukee Bucks,Orlando Magic,Wed Mar 14 2018,7:00 pm,117,126
Miami Heat,Sacramento Kings,Wed Mar 14 2018,10:00 pm,119,123
Charlotte Hornets,Atlanta Hawks,Thu Mar 15 2018,7:30 pm,129,117
Detroit Pistons,Denver Nuggets,Thu Mar 15 2018,9:00 pm,113,120
Los Angeles Clippers,Houston Rockets,Thu Mar 15 2018,8:00 pm,96,101
Toronto Raptors,Indiana Pacers,Thu Mar 15 2018,7:00 pm,106,99
Chicago Bulls,Memphis Grizzlies,Thu Mar 15 2018,8:00 pm,111,110
Philadelphia 76ers,New York Knicks,Thu Mar 15 2018,7:30 pm,118,110
Cleveland Cavaliers,Portland Trail Blazers,Thu Mar 15 2018,10:00 pm,105,113
New Orleans Pelicans,San Antonio Spurs,Thu Mar 15 2018,8:30 pm,93,98
Phoenix Suns,Utah Jazz,Thu Mar 15 2018,9:00 pm,88,116
Sacramento Kings,Golden State Warriors,Fri Mar 16 2018,10:30 pm,98,93
Miami Heat,Los Angeles Lakers,Fri Mar 16 2018,10:30 pm,92,91
Los Angeles Clippers,Oklahoma City Thunder,Fri Mar 16 2018,8:00 pm,113,121
Boston Celtics,Orlando Magic,Fri Mar 16 2018,7:00 pm,92,83
Brooklyn Nets,Philadelphia 76ers,Fri Mar 16 2018,7:00 pm,116,120
Dallas Mavericks,Toronto Raptors,Fri Mar 16 2018,7:30 pm,115,122
Dallas Mavericks,Brooklyn Nets,Sat Mar 17 2018,7:30 pm,106,114
Cleveland Cavaliers,Chicago Bulls,Sat Mar 17 2018,8:00 pm,114,109
Denver Nuggets,Memphis Grizzlies,Sat Mar 17 2018,8:00 pm,94,101
Atlanta Hawks,Milwaukee Bucks,Sat Mar 17 2018,6:00 pm,117,122
Houston Rockets,New Orleans Pelicans,Sat Mar 17 2018,7:00 pm,107,101
Charlotte Hornets,New York Knicks,Sat Mar 17 2018,7:30 pm,101,124
Golden State Warriors,Phoenix Suns,Sat Mar 17 2018,10:00 pm,124,109
Detroit Pistons,Portland Trail Blazers,Sat Mar 17 2018,10:00 pm,87,100
Minnesota Timberwolves,San Antonio Spurs,Sat Mar 17 2018,8:30 pm,101,117
Sacramento Kings,Utah Jazz,Sat Mar 17 2018,9:00 pm,97,103
Indiana Pacers,Washington Wizards,Sat Mar 17 2018,7:00 pm,102,109
Portland Trail Blazers,Los Angeles Clippers,Sun Mar 18 2018,10:30 pm,122,109
Houston Rockets,Minnesota Timberwolves,Sun Mar 18 2018,7:00 pm,129,120
Boston Celtics,New Orleans Pelicans,Sun Mar 18 2018,6:00 pm,89,108
Oklahoma City Thunder,Toronto Raptors,Sun Mar 18 2018,1:00 pm,132,125
Memphis Grizzlies,Brooklyn Nets,Mon Mar 19 2018,7:30 pm,115,118
Milwaukee Bucks,Cleveland Cavaliers,Mon Mar 19 2018,7:00 pm,117,124
Los Angeles Lakers,Indiana Pacers,Mon Mar 19 2018,7:00 pm,100,110
Denver Nuggets,Miami Heat,Mon Mar 19 2018,7:30 pm,141,149
Chicago Bulls,New York Knicks,Mon Mar 19 2018,7:30 pm,92,110
Charlotte Hornets,Philadelphia 76ers,Mon Mar 19 2018,7:00 pm,94,108
Detroit Pistons,Sacramento Kings,Mon Mar 19 2018,10:00 pm,106,90
Golden State Warriors,San Antonio Spurs,Mon Mar 19 2018,9:30 pm,75,89
Oklahoma City Thunder,Boston Celtics,Tue Mar 20 2018,8:00 pm,99,100
Los Angeles Clippers,Minnesota Timberwolves,Tue Mar 20 2018,8:00 pm,109,123
Dallas Mavericks,New Orleans Pelicans,Tue Mar 20 2018,8:00 pm,105,115
Toronto Raptors,Orlando Magic,Tue Mar 20 2018,7:00 pm,93,86
Detroit Pistons,Phoenix Suns,Tue Mar 20 2018,10:00 pm,115,88
Houston Rockets,Portland Trail Blazers,Tue Mar 20 2018,10:30 pm,115,111
Atlanta Hawks,Utah Jazz,Tue Mar 20 2018,9:00 pm,99,94
Charlotte Hornets,Brooklyn Nets,Wed Mar 21 2018,7:30 pm,111,105
Denver Nuggets,Chicago Bulls,Wed Mar 21 2018,8:00 pm,135,102
Toronto Raptors,Cleveland Cavaliers,Wed Mar 21 2018,7:00 pm,129,132
New York Knicks,Miami Heat,Wed Mar 21 2018,7:30 pm,98,119
Los Angeles Clippers,Milwaukee Bucks,Wed Mar 21 2018,8:00 pm,127,120
Indiana Pacers,New Orleans Pelicans,Wed Mar 21 2018,8:00 pm,92,96
Memphis Grizzlies,Philadelphia 76ers,Wed Mar 21 2018,7:00 pm,105,119
Washington Wizards,San Antonio Spurs,Wed Mar 21 2018,9:30 pm,90,98
Memphis Grizzlies,Charlotte Hornets,Thu Mar 22 2018,7:00 pm,79,140
Utah Jazz,Dallas Mavericks,Thu Mar 22 2018,8:30 pm,119,112
Detroit Pistons,Houston Rockets,Thu Mar 22 2018,8:00 pm,96,100
Los Angeles Lakers,New Orleans Pelicans,Thu Mar 22 2018,8:00 pm,125,128
Philadelphia 76ers,Orlando Magic,Thu Mar 22 2018,7:00 pm,118,98
Atlanta Hawks,Sacramento Kings,Thu Mar 22 2018,10:00 pm,90,105
Milwaukee Bucks,Chicago Bulls,Fri Mar 23 2018,8:00 pm,118,105
Phoenix Suns,Cleveland Cavaliers,Fri Mar 23 2018,7:30 pm,95,120
Atlanta Hawks,Golden State Warriors,Fri Mar 23 2018,10:30 pm,94,106
Los Angeles Clippers,Indiana Pacers,Fri Mar 23 2018,7:00 pm,104,109
Minnesota Timberwolves,New York Knicks,Fri Mar 23 2018,7:30 pm,108,104
Miami Heat,Oklahoma City Thunder,Fri Mar 23 2018,8:00 pm,99,105
Boston Celtics,Portland Trail Blazers,Fri Mar 23 2018,10:00 pm,105,100
Utah Jazz,San Antonio Spurs,Fri Mar 23 2018,8:30 pm,120,124
Brooklyn Nets,Toronto Raptors,Fri Mar 23 2018,7:30 pm,112,116
Denver Nuggets,Washington Wizards,Fri Mar 23 2018,7:00 pm,108,100
Charlotte Hornets,Dallas Mavericks,Sat Mar 24 2018,8:30 pm,102,98
Chicago Bulls,Detroit Pistons,Sat Mar 24 2018,7:00 pm,95,117
New Orleans Pelicans,Houston Rockets,Sat Mar 24 2018,8:00 pm,91,114
Los Angeles Lakers,Memphis Grizzlies,Sat Mar 24 2018,8:00 pm,100,93
Phoenix Suns,Orlando Magic,Sat Mar 24 2018,7:00 pm,99,105
Minnesota Timberwolves,Philadelphia 76ers,Sat Mar 24 2018,6:00 pm,108,120
Cleveland Cavaliers,Brooklyn Nets,Sun Mar 25 2018,1:00 pm,121,114
Utah Jazz,Golden State Warriors,Sun Mar 25 2018,8:30 pm,110,91
Atlanta Hawks,Houston Rockets,Sun Mar 25 2018,8:00 pm,99,118
Miami Heat,Indiana Pacers,Sun Mar 25 2018,5:00 pm,107,113
San Antonio Spurs,Milwaukee Bucks,Sun Mar 25 2018,3:30 pm,103,106
Portland Trail Blazers,Oklahoma City Thunder,Sun Mar 25 2018,7:00 pm,108,105
Boston Celtics,Sacramento Kings,Sun Mar 25 2018,6:00 pm,104,93
Los Angeles Clippers,Toronto Raptors,Sun Mar 25 2018,6:00 pm,117,106
New York Knicks,Washington Wizards,Sun Mar 25 2018,6:00 pm,101,97
New York Knicks,Charlotte Hornets,Mon Mar 26 2018,7:00 pm,128,137
Los Angeles Lakers,Detroit Pistons,Mon Mar 26 2018,7:00 pm,106,112
Memphis Grizzlies,Minnesota Timberwolves,Mon Mar 26 2018,8:00 pm,101,93
Denver Nuggets,Philadelphia 76ers,Mon Mar 26 2018,7:00 pm,104,123
Boston Celtics,Phoenix Suns,Mon Mar 26 2018,10:00 pm,102,94
Indiana Pacers,Golden State Warriors,Tue Mar 27 2018,10:30 pm,92,81
Chicago Bulls,Houston Rockets,Tue Mar 27 2018,8:00 pm,86,118
Milwaukee Bucks,Los Angeles Clippers,Tue Mar 27 2018,10:30 pm,98,105
Cleveland Cavaliers,Miami Heat,Tue Mar 27 2018,8:00 pm,79,98
Portland Trail Blazers,New Orleans Pelicans,Tue Mar 27 2018,8:00 pm,107,103
Dallas Mavericks,Sacramento Kings,Tue Mar 27 2018,10:00 pm,103,97
Denver Nuggets,Toronto Raptors,Tue Mar 27 2018,7:30 pm,110,114
San Antonio Spurs,Washington Wizards,Tue Mar 27 2018,7:00 pm,106,116
Cleveland Cavaliers,Charlotte Hornets,Wed Mar 28 2018,7:00 pm,118,105
Dallas Mavericks,Los Angeles Lakers,Wed Mar 28 2018,10:30 pm,93,103
Portland Trail Blazers,Memphis Grizzlies,Wed Mar 28 2018,8:00 pm,103,108
Atlanta Hawks,Minnesota Timberwolves,Wed Mar 28 2018,8:00 pm,114,126
Brooklyn Nets,Orlando Magic,Wed Mar 28 2018,7:00 pm,111,104
New York Knicks,Philadelphia 76ers,Wed Mar 28 2018,7:00 pm,101,118
Los Angeles Clippers,Phoenix Suns,Wed Mar 28 2018,10:00 pm,111,99
Boston Celtics,Utah Jazz,Wed Mar 28 2018,9:30 pm,97,94
Washington Wizards,Detroit Pistons,Thu Mar 29 2018,7:00 pm,92,103
Milwaukee Bucks,Golden State Warriors,Thu Mar 29 2018,10:30 pm,116,107
Chicago Bulls,Miami Heat,Thu Mar 29 2018,7:30 pm,92,103
Indiana Pacers,Sacramento Kings,Thu Mar 29 2018,10:00 pm,106,103
Oklahoma City Thunder,San Antonio Spurs,Thu Mar 29 2018,8:00 pm,99,103
Philadelphia 76ers,Atlanta Hawks,Fri Mar 30 2018,7:30 pm,101,91
New Orleans Pelicans,Cleveland Cavaliers,Fri Mar 30 2018,8:00 pm,102,107
Minnesota Timberwolves,Dallas Mavericks,Fri Mar 30 2018,8:30 pm,93,92
Phoenix Suns,Houston Rockets,Fri Mar 30 2018,8:00 pm,103,104
Milwaukee Bucks,Los Angeles Lakers,Fri Mar 30 2018,10:30 pm,124,122
Denver Nuggets,Oklahoma City Thunder,Fri Mar 30 2018,8:00 pm,126,125
Chicago Bulls,Orlando Magic,Fri Mar 30 2018,7:00 pm,90,82
Los Angeles Clippers,Portland Trail Blazers,Fri Mar 30 2018,10:30 pm,96,105
Memphis Grizzlies,Utah Jazz,Fri Mar 30 2018,9:00 pm,97,107
Toronto Raptors,Boston Celtics,Sat Mar 31 2018,7:30 pm,99,110
Brooklyn Nets,Miami Heat,Sat Mar 31 2018,8:00 pm,110,109
Detroit Pistons,New York Knicks,Sat Mar 31 2018,5:00 pm,115,109
Golden State Warriors,Sacramento Kings,Sat Mar 31 2018,10:00 pm,112,96
Charlotte Hornets,Washington Wizards,Sat Mar 31 2018,3:00 pm,93,107
Orlando Magic,Atlanta Hawks,Sun Apr 1 2018,6:00 pm,88,94
Detroit Pistons,Brooklyn Nets,Sun Apr 1 2018,6:00 pm,108,96
Washington Wizards,Chicago Bulls,Sun Apr 1 2018,3:30 pm,94,113
Philadelphia 76ers,Charlotte Hornets,Sun Apr 1 2018,1:00 pm,119,102
Dallas Mavericks,Cleveland Cavaliers,Sun Apr 1 2018,6:00 pm,87,98
Milwaukee Bucks,Denver Nuggets,Sun Apr 1 2018,8:00 pm,125,128
Phoenix Suns,Golden State Warriors,Sun Apr 1 2018,8:30 pm,107,117
Indiana Pacers,Los Angeles Clippers,Sun Apr 1 2018,3:30 pm,111,104
Sacramento Kings,Los Angeles Lakers,Sun Apr 1 2018,9:30 pm,84,83
Utah Jazz,Minnesota Timberwolves,Sun Apr 1 2018,7:00 pm,121,97
Oklahoma City Thunder,New Orleans Pelicans,Sun Apr 1 2018,6:00 pm,109,104
Memphis Grizzlies,Portland Trail Blazers,Sun Apr 1 2018,9:00 pm,98,113
Houston Rockets,San Antonio Spurs,Sun Apr 1 2018,3:30 pm,83,100
Charlotte Hornets,Chicago Bulls,Tue Apr 3 2018,8:00 pm,114,120
Toronto Raptors,Cleveland Cavaliers,Tue Apr 3 2018,7:00 pm,106,112
Portland Trail Blazers,Dallas Mavericks,Tue Apr 3 2018,8:30 pm,109,115
Indiana Pacers,Denver Nuggets,Tue Apr 3 2018,9:00 pm,104,107
Washington Wizards,Houston Rockets,Tue Apr 3 2018,8:00 pm,104,120
San Antonio Spurs,Los Angeles Clippers,Tue Apr 3 2018,10:30 pm,110,113
Atlanta Hawks,Miami Heat,Tue Apr 3 2018,7:30 pm,98,101
Boston Celtics,Milwaukee Bucks,Tue Apr 3 2018,8:00 pm,102,106
Orlando Magic,New York Knicks,Tue Apr 3 2018,7:30 pm,97,73
Golden State Warriors,Oklahoma City Thunder,Tue Apr 3 2018,8:00 pm,111,107
Brooklyn Nets,Philadelphia 76ers,Tue Apr 3 2018,7:00 pm,95,121
Sacramento Kings,Phoenix Suns,Tue Apr 3 2018,10:00 pm,94,97
Los Angeles Lakers,Utah Jazz,Tue Apr 3 2018,9:00 pm,110,117
Miami Heat,Atlanta Hawks,Wed Apr 4 2018,7:30 pm,115,86
Philadelphia 76ers,Detroit Pistons,Wed Apr 4 2018,7:00 pm,115,108
San Antonio Spurs,Los Angeles Lakers,Wed Apr 4 2018,10:30 pm,112,122
Memphis Grizzlies,New Orleans Pelicans,Wed Apr 4 2018,8:00 pm,95,123
Dallas Mavericks,Orlando Magic,Wed Apr 4 2018,7:00 pm,100,105
Boston Celtics,Toronto Raptors,Wed Apr 4 2018,8:00 pm,78,96
Washington Wizards,Cleveland Cavaliers,Thu Apr 5 2018,8:00 pm,115,119
Minnesota Timberwolves,Denver Nuggets,Thu Apr 5 2018,10:30 pm,96,100
Portland Trail Blazers,Houston Rockets,Thu Apr 5 2018,8:00 pm,94,96
Golden State Warriors,Indiana Pacers,Thu Apr 5 2018,7:00 pm,106,126
Brooklyn Nets,Milwaukee Bucks,Thu Apr 5 2018,8:00 pm,119,111
Los Angeles Clippers,Utah Jazz,Thu Apr 5 2018,9:00 pm,95,117
Chicago Bulls,Boston Celtics,Fri Apr 6 2018,7:30 pm,104,111
Dallas Mavericks,Detroit Pistons,Fri Apr 6 2018,7:00 pm,106,113
Minnesota Timberwolves,Los Angeles Lakers,Fri Apr 6 2018,10:30 pm,113,96
Sacramento Kings,Memphis Grizzlies,Fri Apr 6 2018,8:00 pm,94,93
Miami Heat,New York Knicks,Fri Apr 6 2018,7:30 pm,98,122
Charlotte Hornets,Orlando Magic,Fri Apr 6 2018,7:00 pm,137,100
Cleveland Cavaliers,Philadelphia 76ers,Fri Apr 6 2018,7:00 pm,130,132
New Orleans Pelicans,Phoenix Suns,Fri Apr 6 2018,10:00 pm,122,103
Indiana Pacers,Toronto Raptors,Fri Apr 6 2018,7:30 pm,73,92
Atlanta Hawks,Washington Wizards,Fri Apr 6 2018,7:00 pm,103,97
Brooklyn Nets,Chicago Bulls,Sat Apr 7 2018,8:00 pm,124,96
New Orleans Pelicans,Golden State Warriors,Sat Apr 7 2018,8:30 pm,126,120
Oklahoma City Thunder,Houston Rockets,Sat Apr 7 2018,8:30 pm,108,102
Denver Nuggets,Los Angeles Clippers,Sat Apr 7 2018,3:30 pm,134,115
Milwaukee Bucks,New York Knicks,Sat Apr 7 2018,7:30 pm,115,102
Portland Trail Blazers,San Antonio Spurs,Sat Apr 7 2018,9:00 pm,105,116
Atlanta Hawks,Boston Celtics,Sun Apr 8 2018,1:00 pm,112,106
Indiana Pacers,Charlotte Hornets,Sun Apr 8 2018,1:00 pm,123,117
Utah Jazz,Los Angeles Lakers,Sun Apr 8 2018,6:00 pm,112,97
Detroit Pistons,Memphis Grizzlies,Sun Apr 8 2018,3:30 pm,117,130
Dallas Mavericks,Philadelphia 76ers,Sun Apr 8 2018,1:00 pm,97,109
Golden State Warriors,Phoenix Suns,Sun Apr 8 2018,9:00 pm,117,100
Orlando Magic,Toronto Raptors,Sun Apr 8 2018,6:00 pm,101,112
Chicago Bulls,Brooklyn Nets,Mon Apr 9 2018,7:30 pm,105,114
Portland Trail Blazers,Denver Nuggets,Mon Apr 9 2018,9:00 pm,82,88
Toronto Raptors,Detroit Pistons,Mon Apr 9 2018,7:00 pm,108,98
New Orleans Pelicans,Los Angeles Clippers,Mon Apr 9 2018,10:30 pm,113,100
Oklahoma City Thunder,Miami Heat,Mon Apr 9 2018,7:30 pm,115,93
Orlando Magic,Milwaukee Bucks,Mon Apr 9 2018,8:00 pm,86,102
Memphis Grizzlies,Minnesota Timberwolves,Mon Apr 9 2018,8:00 pm,94,113
Cleveland Cavaliers,New York Knicks,Mon Apr 9 2018,7:30 pm,123,109
Sacramento Kings,San Antonio Spurs,Mon Apr 9 2018,8:30 pm,85,98
Philadelphia 76ers,Atlanta Hawks,Tue Apr 10 2018,7:30 pm,121,113
Phoenix Suns,Dallas Mavericks,Tue Apr 10 2018,8:30 pm,124,97
Charlotte Hornets,Indiana Pacers,Tue Apr 10 2018,7:00 pm,119,93
Houston Rockets,Los Angeles Lakers,Tue Apr 10 2018,10:30 pm,105,99
Golden State Warriors,Utah Jazz,Tue Apr 10 2018,9:00 pm,79,119
Boston Celtics,Washington Wizards,Tue Apr 10 2018,8:00 pm,101,113
Brooklyn Nets,Boston Celtics,Wed Apr 11 2018,8:00 pm,97,110
Detroit Pistons,Chicago Bulls,Wed Apr 11 2018,8:00 pm,119,87
New York Knicks,Cleveland Cavaliers,Wed Apr 11 2018,8:00 pm,110,98
Los Angeles Lakers,Los Angeles Clippers,Wed Apr 11 2018,10:30 pm,115,100
Toronto Raptors,Miami Heat,Wed Apr 11 2018,8:00 pm,109,116
Denver Nuggets,Minnesota Timberwolves,Wed Apr 11 2018,8:00 pm,106,112
San Antonio Spurs,New Orleans Pelicans,Wed Apr 11 2018,8:00 pm,98,122
Memphis Grizzlies,Oklahoma City Thunder,Wed Apr 11 2018,8:00 pm,123,137
Washington Wizards,Orlando Magic,Wed Apr 11 2018,8:00 pm,92,101
Milwaukee Bucks,Philadelphia 76ers,Wed Apr 11 2018,8:00 pm,95,130
Utah Jazz,Portland Trail Blazers,Wed Apr 11 2018,10:30 pm,93,102
Houston Rockets,Sacramento Kings,Wed Apr 11 2018,10:30 pm,83,96
