Visitor/Neutral,Home/Neutral,Date,Start (ET),PTS,PTS
Los Angeles Lakers,Dallas Mavericks,Sun Jan 22 2017,3:30 pm,73,122
Denver Nuggets,Minnesota Timberwolves,Sun Jan 22 2017,7:00 pm,108,111
Golden State Warriors,Orlando Magic,Sun Jan 22 2017,12:00 pm,118,98
Phoenix Suns,Toronto Raptors,Sun Jan 22 2017,6:00 pm,115,103
Los Angeles Clippers,Atlanta Hawks,Mon Jan 23 2017,7:30 pm,115,105
San Antonio Spurs,Brooklyn Nets,Mon Jan 23 2017,7:30 pm,112,86
Washington Wizards,Charlotte Hornets,Mon Jan 23 2017,7:00 pm,109,99
Sacramento Kings,Detroit Pistons,Mon Jan 23 2017,7:30 pm,109,104
New York Knicks,Indiana Pacers,Mon Jan 23 2017,8:00 pm,109,103
Golden State Warriors,Miami Heat,Mon Jan 23 2017,7:30 pm,102,105
Houston Rockets,Milwaukee Bucks,Mon Jan 23 2017,8:00 pm,114,127
Cleveland Cavaliers,New Orleans Pelicans,Mon Jan 23 2017,8:00 pm,122,124
Oklahoma City Thunder,Utah Jazz,Mon Jan 23 2017,9:00 pm,97,95
Utah Jazz,Denver Nuggets,Tue Jan 24 2017,9:00 pm,93,103
Chicago Bulls,Orlando Magic,Tue Jan 24 2017,7:00 pm,100,92
Los Angeles Clippers,Philadelphia 76ers,Tue Jan 24 2017,7:00 pm,110,121
Minnesota Timberwolves,Phoenix Suns,Tue Jan 24 2017,9:00 pm,112,111
San Antonio Spurs,Toronto Raptors,Tue Jan 24 2017,7:00 pm,108,106
Boston Celtics,Washington Wizards,Tue Jan 24 2017,7:00 pm,108,123
Houston Rockets,Boston Celtics,Wed Jan 25 2017,7:30 pm,109,120
Miami Heat,Brooklyn Nets,Wed Jan 25 2017,7:30 pm,109,106
Atlanta Hawks,Chicago Bulls,Wed Jan 25 2017,8:00 pm,119,114
Golden State Warriors,Charlotte Hornets,Wed Jan 25 2017,8:00 pm,113,103
Sacramento Kings,Cleveland Cavaliers,Wed Jan 25 2017,7:00 pm,116,112
New York Knicks,Dallas Mavericks,Wed Jan 25 2017,8:30 pm,95,103
Toronto Raptors,Memphis Grizzlies,Wed Jan 25 2017,8:00 pm,99,101
Philadelphia 76ers,Milwaukee Bucks,Wed Jan 25 2017,8:00 pm,114,109
Oklahoma City Thunder,New Orleans Pelicans,Wed Jan 25 2017,8:00 pm,114,105
Los Angeles Lakers,Portland Trail Blazers,Wed Jan 25 2017,10:30 pm,98,105
Phoenix Suns,Denver Nuggets,Thu Jan 26 2017,9:00 pm,120,127
Indiana Pacers,Minnesota Timberwolves,Thu Jan 26 2017,8:00 pm,109,103
Dallas Mavericks,Oklahoma City Thunder,Thu Jan 26 2017,8:00 pm,98,109
Los Angeles Lakers,Utah Jazz,Thu Jan 26 2017,10:30 pm,88,96
Washington Wizards,Atlanta Hawks,Fri Jan 27 2017,8:00 pm,112,86
Orlando Magic,Boston Celtics,Fri Jan 27 2017,7:30 pm,98,128
Miami Heat,Chicago Bulls,Fri Jan 27 2017,8:00 pm,100,88
Brooklyn Nets,Cleveland Cavaliers,Fri Jan 27 2017,7:30 pm,116,124
Sacramento Kings,Indiana Pacers,Fri Jan 27 2017,7:00 pm,111,115
San Antonio Spurs,New Orleans Pelicans,Fri Jan 27 2017,8:00 pm,103,119
Charlotte Hornets,New York Knicks,Fri Jan 27 2017,7:30 pm,107,110
Houston Rockets,Philadelphia 76ers,Fri Jan 27 2017,8:00 pm,123,118
Memphis Grizzlies,Portland Trail Blazers,Fri Jan 27 2017,10:00 pm,109,112
Milwaukee Bucks,Toronto Raptors,Fri Jan 27 2017,7:30 pm,86,102
Sacramento Kings,Charlotte Hornets,Sat Jan 28 2017,7:00 pm,109,106
Los Angeles Clippers,Golden State Warriors,Sat Jan 28 2017,8:30 pm,98,144
Detroit Pistons,Miami Heat,Sat Jan 28 2017,7:30 pm,103,116
Boston Celtics,Milwaukee Bucks,Sat Jan 28 2017,8:00 pm,112,108
Brooklyn Nets,Minnesota Timberwolves,Sat Jan 28 2017,9:00 pm,109,129
Denver Nuggets,Phoenix Suns,Sat Jan 28 2017,9:00 pm,123,112
Memphis Grizzlies,Utah Jazz,Sat Jan 28 2017,9:00 pm,102,95
New York Knicks,Atlanta Hawks,Sun Jan 29 2017,3:00 pm,139,142
Philadelphia 76ers,Chicago Bulls,Sun Jan 29 2017,7:00 pm,108,121
Oklahoma City Thunder,Cleveland Cavaliers,Sun Jan 29 2017,3:30 pm,91,107
Houston Rockets,Indiana Pacers,Sun Jan 29 2017,6:00 pm,101,120
Washington Wizards,New Orleans Pelicans,Sun Jan 29 2017,6:00 pm,107,94
Golden State Warriors,Portland Trail Blazers,Sun Jan 29 2017,9:00 pm,113,111
Dallas Mavericks,San Antonio Spurs,Sun Jan 29 2017,7:00 pm,105,101
Orlando Magic,Toronto Raptors,Sun Jan 29 2017,6:00 pm,114,113
Detroit Pistons,Boston Celtics,Mon Jan 30 2017,8:00 pm,109,113
Cleveland Cavaliers,Dallas Mavericks,Mon Jan 30 2017,8:30 pm,97,104
Brooklyn Nets,Miami Heat,Mon Jan 30 2017,7:30 pm,96,104
Orlando Magic,Minnesota Timberwolves,Mon Jan 30 2017,8:00 pm,105,111
Sacramento Kings,Philadelphia 76ers,Mon Jan 30 2017,6:00 pm,119,122
Memphis Grizzlies,Phoenix Suns,Mon Jan 30 2017,10:30 pm,115,96
Sacramento Kings,Houston Rockets,Tue Jan 31 2017,8:00 pm,83,105
Denver Nuggets,Los Angeles Lakers,Tue Jan 31 2017,10:30 pm,116,120
Charlotte Hornets,Portland Trail Blazers,Tue Jan 31 2017,10:00 pm,98,115
Oklahoma City Thunder,San Antonio Spurs,Tue Jan 31 2017,8:30 pm,94,108
New Orleans Pelicans,Toronto Raptors,Tue Jan 31 2017,7:00 pm,106,108
New York Knicks,Washington Wizards,Tue Jan 31 2017,7:00 pm,101,117
Toronto Raptors,Boston Celtics,Wed Feb 1 2017,7:30 pm,104,109
New York Knicks,Brooklyn Nets,Wed Feb 1 2017,7:30 pm,95,90
Minnesota Timberwolves,Cleveland Cavaliers,Wed Feb 1 2017,7:00 pm,97,125
Philadelphia 76ers,Dallas Mavericks,Wed Feb 1 2017,8:30 pm,95,113
Memphis Grizzlies,Denver Nuggets,Wed Feb 1 2017,9:00 pm,119,99
New Orleans Pelicans,Detroit Pistons,Wed Feb 1 2017,7:30 pm,98,118
Charlotte Hornets,Golden State Warriors,Wed Feb 1 2017,10:30 pm,111,126
Atlanta Hawks,Miami Heat,Wed Feb 1 2017,7:30 pm,93,116
Chicago Bulls,Oklahoma City Thunder,Wed Feb 1 2017,9:30 pm,128,100
Indiana Pacers,Orlando Magic,Wed Feb 1 2017,7:00 pm,98,88
Los Angeles Clippers,Phoenix Suns,Wed Feb 1 2017,9:00 pm,124,114
Milwaukee Bucks,Utah Jazz,Wed Feb 1 2017,9:00 pm,88,104
Atlanta Hawks,Houston Rockets,Thu Feb 2 2017,8:00 pm,113,108
Golden State Warriors,Los Angeles Clippers,Thu Feb 2 2017,10:30 pm,133,120
Philadelphia 76ers,San Antonio Spurs,Thu Feb 2 2017,8:30 pm,86,102
Los Angeles Lakers,Washington Wizards,Thu Feb 2 2017,7:00 pm,108,116
Los Angeles Lakers,Boston Celtics,Fri Feb 3 2017,8:00 pm,107,113
Indiana Pacers,Brooklyn Nets,Fri Feb 3 2017,7:30 pm,106,97
Milwaukee Bucks,Denver Nuggets,Fri Feb 3 2017,9:00 pm,117,121
Minnesota Timberwolves,Detroit Pistons,Fri Feb 3 2017,7:30 pm,108,116
Chicago Bulls,Houston Rockets,Fri Feb 3 2017,8:00 pm,117,121
Memphis Grizzlies,Oklahoma City Thunder,Fri Feb 3 2017,8:00 pm,102,114
Toronto Raptors,Orlando Magic,Fri Feb 3 2017,7:00 pm,94,102
Dallas Mavericks,Portland Trail Blazers,Fri Feb 3 2017,10:30 pm,108,104
Phoenix Suns,Sacramento Kings,Fri Feb 3 2017,10:30 pm,105,103
Orlando Magic,Atlanta Hawks,Sat Feb 4 2017,7:00 pm,86,113
Detroit Pistons,Indiana Pacers,Sat Feb 4 2017,7:00 pm,84,105
Philadelphia 76ers,Miami Heat,Sat Feb 4 2017,7:30 pm,102,125
Memphis Grizzlies,Minnesota Timberwolves,Sat Feb 4 2017,9:00 pm,107,99
Cleveland Cavaliers,New York Knicks,Sat Feb 4 2017,8:30 pm,111,104
Milwaukee Bucks,Phoenix Suns,Sat Feb 4 2017,9:00 pm,137,112
Golden State Warriors,Sacramento Kings,Sat Feb 4 2017,10:30 pm,106,109
Denver Nuggets,San Antonio Spurs,Sat Feb 4 2017,9:00 pm,97,121
Charlotte Hornets,Utah Jazz,Sat Feb 4 2017,9:00 pm,98,105
New Orleans Pelicans,Washington Wizards,Sat Feb 4 2017,7:00 pm,91,105
Los Angeles Clippers,Boston Celtics,Sun Feb 5 2017,2:00 pm,102,107
Toronto Raptors,Brooklyn Nets,Sun Feb 5 2017,12:00 pm,103,95
Portland Trail Blazers,Oklahoma City Thunder,Sun Feb 5 2017,3:00 pm,99,105
Utah Jazz,Atlanta Hawks,Mon Feb 6 2017,7:30 pm,120,95
Dallas Mavericks,Denver Nuggets,Mon Feb 6 2017,9:00 pm,87,110
Philadelphia 76ers,Detroit Pistons,Mon Feb 6 2017,7:30 pm,96,113
Oklahoma City Thunder,Indiana Pacers,Mon Feb 6 2017,7:00 pm,90,93
San Antonio Spurs,Memphis Grizzlies,Mon Feb 6 2017,9:30 pm,74,89
Miami Heat,Minnesota Timberwolves,Mon Feb 6 2017,8:00 pm,115,113
Phoenix Suns,New Orleans Pelicans,Mon Feb 6 2017,8:00 pm,106,111
Los Angeles Lakers,New York Knicks,Mon Feb 6 2017,7:00 pm,121,107
Chicago Bulls,Sacramento Kings,Mon Feb 6 2017,10:30 pm,112,107
Los Angeles Clippers,Toronto Raptors,Mon Feb 6 2017,7:30 pm,109,118
Cleveland Cavaliers,Washington Wizards,Mon Feb 6 2017,7:00 pm,140,135
Brooklyn Nets,Charlotte Hornets,Tue Feb 7 2017,7:00 pm,107,111
Portland Trail Blazers,Dallas Mavericks,Tue Feb 7 2017,8:30 pm,114,113
Orlando Magic,Houston Rockets,Tue Feb 7 2017,8:00 pm,104,128
Denver Nuggets,Atlanta Hawks,Wed Feb 8 2017,7:30 pm,106,117
Washington Wizards,Brooklyn Nets,Wed Feb 8 2017,7:30 pm,114,110
Los Angeles Lakers,Detroit Pistons,Wed Feb 8 2017,7:30 pm,102,121
Chicago Bulls,Golden State Warriors,Wed Feb 8 2017,10:30 pm,92,123
Cleveland Cavaliers,Indiana Pacers,Wed Feb 8 2017,7:00 pm,132,117
Phoenix Suns,Memphis Grizzlies,Wed Feb 8 2017,8:00 pm,91,110
Miami Heat,Milwaukee Bucks,Wed Feb 8 2017,8:00 pm,106,88
Toronto Raptors,Minnesota Timberwolves,Wed Feb 8 2017,8:00 pm,109,112
Utah Jazz,New Orleans Pelicans,Wed Feb 8 2017,8:00 pm,127,94
Los Angeles Clippers,New York Knicks,Wed Feb 8 2017,8:00 pm,119,115
San Antonio Spurs,Philadelphia 76ers,Wed Feb 8 2017,7:00 pm,111,103
Boston Celtics,Sacramento Kings,Wed Feb 8 2017,10:30 pm,92,108
Houston Rockets,Charlotte Hornets,Thu Feb 9 2017,7:00 pm,107,95
Utah Jazz,Dallas Mavericks,Thu Feb 9 2017,8:30 pm,105,112
Cleveland Cavaliers,Oklahoma City Thunder,Thu Feb 9 2017,8:00 pm,109,118
Philadelphia 76ers,Orlando Magic,Thu Feb 9 2017,7:00 pm,112,111
Boston Celtics,Portland Trail Blazers,Thu Feb 9 2017,10:30 pm,120,111
Miami Heat,Brooklyn Nets,Fri Feb 10 2017,7:30 pm,108,99
San Antonio Spurs,Detroit Pistons,Fri Feb 10 2017,7:30 pm,103,92
Golden State Warriors,Memphis Grizzlies,Fri Feb 10 2017,8:00 pm,122,107
Los Angeles Lakers,Milwaukee Bucks,Fri Feb 10 2017,8:00 pm,122,114
New Orleans Pelicans,Minnesota Timberwolves,Fri Feb 10 2017,8:00 pm,122,106
Denver Nuggets,New York Knicks,Fri Feb 10 2017,7:30 pm,131,123
Chicago Bulls,Phoenix Suns,Fri Feb 10 2017,10:30 pm,97,115
Atlanta Hawks,Sacramento Kings,Fri Feb 10 2017,10:30 pm,107,108
Indiana Pacers,Washington Wizards,Fri Feb 10 2017,8:00 pm,107,112
Los Angeles Clippers,Charlotte Hornets,Sat Feb 11 2017,5:00 pm,107,102
Denver Nuggets,Cleveland Cavaliers,Sat Feb 11 2017,7:30 pm,109,125
Orlando Magic,Dallas Mavericks,Sat Feb 11 2017,9:00 pm,80,112
Phoenix Suns,Houston Rockets,Sat Feb 11 2017,9:00 pm,102,133
Milwaukee Bucks,Indiana Pacers,Sat Feb 11 2017,7:00 pm,116,100
Golden State Warriors,Oklahoma City Thunder,Sat Feb 11 2017,8:30 pm,130,114
Miami Heat,Philadelphia 76ers,Sat Feb 11 2017,7:30 pm,109,117
Boston Celtics,Utah Jazz,Sat Feb 11 2017,10:00 pm,112,104
Chicago Bulls,Minnesota Timberwolves,Sun Feb 12 2017,3:30 pm,89,117
San Antonio Spurs,New York Knicks,Sun Feb 12 2017,3:30 pm,90,94
New Orleans Pelicans,Sacramento Kings,Sun Feb 12 2017,9:00 pm,99,105
Detroit Pistons,Toronto Raptors,Sun Feb 12 2017,6:00 pm,102,101
Memphis Grizzlies,Brooklyn Nets,Mon Feb 13 2017,7:30 pm,112,103
Philadelphia 76ers,Charlotte Hornets,Mon Feb 13 2017,7:00 pm,105,99
Boston Celtics,Dallas Mavericks,Mon Feb 13 2017,8:30 pm,111,98
Golden State Warriors,Denver Nuggets,Mon Feb 13 2017,9:00 pm,110,132
San Antonio Spurs,Indiana Pacers,Mon Feb 13 2017,7:00 pm,110,106
Orlando Magic,Miami Heat,Mon Feb 13 2017,7:30 pm,116,107
Detroit Pistons,Milwaukee Bucks,Mon Feb 13 2017,8:00 pm,89,102
New Orleans Pelicans,Phoenix Suns,Mon Feb 13 2017,9:00 pm,110,108
Atlanta Hawks,Portland Trail Blazers,Mon Feb 13 2017,10:30 pm,109,104
Los Angeles Clippers,Utah Jazz,Mon Feb 13 2017,9:00 pm,88,72
Oklahoma City Thunder,Washington Wizards,Mon Feb 13 2017,8:00 pm,98,120
Toronto Raptors,Chicago Bulls,Tue Feb 14 2017,8:00 pm,94,105
Sacramento Kings,Los Angeles Lakers,Tue Feb 14 2017,10:30 pm,97,96
Cleveland Cavaliers,Minnesota Timberwolves,Tue Feb 14 2017,8:00 pm,116,108
Philadelphia 76ers,Boston Celtics,Wed Feb 15 2017,7:30 pm,108,116
Milwaukee Bucks,Brooklyn Nets,Wed Feb 15 2017,7:30 pm,129,125
Indiana Pacers,Cleveland Cavaliers,Wed Feb 15 2017,7:00 pm,104,113
Minnesota Timberwolves,Denver Nuggets,Wed Feb 15 2017,9:00 pm,112,99
Dallas Mavericks,Detroit Pistons,Wed Feb 15 2017,7:30 pm,91,98
Sacramento Kings,Golden State Warriors,Wed Feb 15 2017,10:30 pm,86,109
Miami Heat,Houston Rockets,Wed Feb 15 2017,8:00 pm,117,109
Atlanta Hawks,Los Angeles Clippers,Wed Feb 15 2017,10:30 pm,84,99
New Orleans Pelicans,Memphis Grizzlies,Wed Feb 15 2017,8:00 pm,95,91
New York Knicks,Oklahoma City Thunder,Wed Feb 15 2017,9:30 pm,105,116
San Antonio Spurs,Orlando Magic,Wed Feb 15 2017,7:00 pm,107,79
Los Angeles Lakers,Phoenix Suns,Wed Feb 15 2017,9:00 pm,101,137
Charlotte Hornets,Toronto Raptors,Wed Feb 15 2017,7:30 pm,85,90
Portland Trail Blazers,Utah Jazz,Wed Feb 15 2017,9:00 pm,88,111
Boston Celtics,Chicago Bulls,Thu Feb 16 2017,8:00 pm,103,104
Washington Wizards,Indiana Pacers,Thu Feb 16 2017,7:00 pm,111,98
New York Knicks,Cleveland Cavaliers,Thu Feb 23 2017,8:00 pm,104,119
Charlotte Hornets,Detroit Pistons,Thu Feb 23 2017,7:30 pm,108,114
Los Angeles Clippers,Golden State Warriors,Thu Feb 23 2017,10:30 pm,113,123
Houston Rockets,New Orleans Pelicans,Thu Feb 23 2017,8:00 pm,129,99
Portland Trail Blazers,Orlando Magic,Thu Feb 23 2017,7:00 pm,112,103
Denver Nuggets,Sacramento Kings,Thu Feb 23 2017,10:30 pm,100,116
Miami Heat,Atlanta Hawks,Fri Feb 24 2017,8:00 pm,108,90
Phoenix Suns,Chicago Bulls,Fri Feb 24 2017,8:00 pm,121,128
Brooklyn Nets,Denver Nuggets,Fri Feb 24 2017,9:00 pm,109,129
Memphis Grizzlies,Indiana Pacers,Fri Feb 24 2017,7:00 pm,92,102
San Antonio Spurs,Los Angeles Clippers,Fri Feb 24 2017,10:30 pm,105,97
Utah Jazz,Milwaukee Bucks,Fri Feb 24 2017,8:00 pm,109,95
Dallas Mavericks,Minnesota Timberwolves,Fri Feb 24 2017,8:00 pm,84,97
Los Angeles Lakers,Oklahoma City Thunder,Fri Feb 24 2017,8:00 pm,93,110
Washington Wizards,Philadelphia 76ers,Fri Feb 24 2017,7:00 pm,112,120
Boston Celtics,Toronto Raptors,Fri Feb 24 2017,8:00 pm,97,107
Chicago Bulls,Cleveland Cavaliers,Sat Feb 25 2017,8:30 pm,117,99
New Orleans Pelicans,Dallas Mavericks,Sat Feb 25 2017,8:30 pm,83,96
Brooklyn Nets,Golden State Warriors,Sat Feb 25 2017,10:30 pm,95,112
Minnesota Timberwolves,Houston Rockets,Sat Feb 25 2017,9:00 pm,130,142
Indiana Pacers,Miami Heat,Sat Feb 25 2017,8:00 pm,95,113
Philadelphia 76ers,New York Knicks,Sat Feb 25 2017,7:30 pm,109,110
Atlanta Hawks,Orlando Magic,Sat Feb 25 2017,7:00 pm,86,105
Charlotte Hornets,Sacramento Kings,Sat Feb 25 2017,5:00 pm,99,85
Memphis Grizzlies,Denver Nuggets,Sun Feb 26 2017,5:00 pm,105,98
Boston Celtics,Detroit Pistons,Sun Feb 26 2017,6:00 pm,104,98
Charlotte Hornets,Los Angeles Clippers,Sun Feb 26 2017,9:30 pm,121,124
San Antonio Spurs,Los Angeles Lakers,Sun Feb 26 2017,3:30 pm,119,98
Phoenix Suns,Milwaukee Bucks,Sun Feb 26 2017,3:30 pm,96,100
New Orleans Pelicans,Oklahoma City Thunder,Sun Feb 26 2017,7:00 pm,110,118
Portland Trail Blazers,Toronto Raptors,Sun Feb 26 2017,6:00 pm,106,112
Utah Jazz,Washington Wizards,Sun Feb 26 2017,5:00 pm,102,92
Atlanta Hawks,Boston Celtics,Mon Feb 27 2017,7:30 pm,114,98
Milwaukee Bucks,Cleveland Cavaliers,Mon Feb 27 2017,7:00 pm,95,102
Miami Heat,Dallas Mavericks,Mon Feb 27 2017,8:30 pm,89,96
Indiana Pacers,Houston Rockets,Mon Feb 27 2017,9:30 pm,117,108
Toronto Raptors,New York Knicks,Mon Feb 27 2017,7:00 pm,92,91
Golden State Warriors,Philadelphia 76ers,Mon Feb 27 2017,7:00 pm,119,108
Minnesota Timberwolves,Sacramento Kings,Mon Feb 27 2017,10:30 pm,102,88
Denver Nuggets,Chicago Bulls,Tue Feb 28 2017,8:00 pm,125,107
Portland Trail Blazers,Detroit Pistons,Tue Feb 28 2017,7:30 pm,113,120
Charlotte Hornets,Los Angeles Lakers,Tue Feb 28 2017,10:30 pm,109,104
Phoenix Suns,Memphis Grizzlies,Tue Feb 28 2017,8:00 pm,112,130
Utah Jazz,Oklahoma City Thunder,Tue Feb 28 2017,8:00 pm,106,109
Golden State Warriors,Washington Wizards,Tue Feb 28 2017,7:00 pm,108,112
Dallas Mavericks,Atlanta Hawks,Wed Mar 1 2017,7:30 pm,95,100
Cleveland Cavaliers,Boston Celtics,Wed Mar 1 2017,8:00 pm,99,103
Houston Rockets,Los Angeles Clippers,Wed Mar 1 2017,10:30 pm,122,103
Philadelphia 76ers,Miami Heat,Wed Mar 1 2017,7:30 pm,98,125
Denver Nuggets,Milwaukee Bucks,Wed Mar 1 2017,8:00 pm,110,98
Detroit Pistons,New Orleans Pelicans,Wed Mar 1 2017,8:00 pm,86,109
New York Knicks,Orlando Magic,Wed Mar 1 2017,7:00 pm,101,90
Brooklyn Nets,Sacramento Kings,Wed Mar 1 2017,10:30 pm,109,100
Indiana Pacers,San Antonio Spurs,Wed Mar 1 2017,8:30 pm,99,100
Washington Wizards,Toronto Raptors,Wed Mar 1 2017,7:30 pm,105,96
Minnesota Timberwolves,Utah Jazz,Wed Mar 1 2017,9:00 pm,107,80
Golden State Warriors,Chicago Bulls,Thu Mar 2 2017,8:00 pm,87,94
Charlotte Hornets,Phoenix Suns,Thu Mar 2 2017,9:00 pm,103,120
Oklahoma City Thunder,Portland Trail Blazers,Thu Mar 2 2017,10:30 pm,109,114
Cleveland Cavaliers,Atlanta Hawks,Fri Mar 3 2017,7:00 pm,135,130
Memphis Grizzlies,Dallas Mavericks,Fri Mar 3 2017,8:30 pm,100,104
Boston Celtics,Los Angeles Lakers,Fri Mar 3 2017,10:30 pm,115,95
Los Angeles Clippers,Milwaukee Bucks,Fri Mar 3 2017,8:00 pm,101,112
San Antonio Spurs,New Orleans Pelicans,Fri Mar 3 2017,9:30 pm,101,98
Miami Heat,Orlando Magic,Fri Mar 3 2017,7:00 pm,99,110
New York Knicks,Philadelphia 76ers,Fri Mar 3 2017,7:00 pm,102,105
Oklahoma City Thunder,Phoenix Suns,Fri Mar 3 2017,9:00 pm,111,118
Brooklyn Nets,Utah Jazz,Fri Mar 3 2017,9:00 pm,97,112
Toronto Raptors,Washington Wizards,Fri Mar 3 2017,7:00 pm,114,106
Los Angeles Clippers,Chicago Bulls,Sat Mar 4 2017,8:30 pm,101,91
Charlotte Hornets,Denver Nuggets,Sat Mar 4 2017,9:00 pm,112,102
Memphis Grizzlies,Houston Rockets,Sat Mar 4 2017,9:00 pm,108,123
Cleveland Cavaliers,Miami Heat,Sat Mar 4 2017,8:00 pm,92,120
Toronto Raptors,Milwaukee Bucks,Sat Mar 4 2017,8:00 pm,94,101
Detroit Pistons,Philadelphia 76ers,Sat Mar 4 2017,6:00 pm,136,106
Brooklyn Nets,Portland Trail Blazers,Sat Mar 4 2017,10:00 pm,116,130
Minnesota Timberwolves,San Antonio Spurs,Sat Mar 4 2017,9:00 pm,90,97
Indiana Pacers,Atlanta Hawks,Sun Mar 5 2017,1:00 pm,97,96
Oklahoma City Thunder,Dallas Mavericks,Sun Mar 5 2017,8:30 pm,89,104
New Orleans Pelicans,Los Angeles Lakers,Sun Mar 5 2017,9:30 pm,105,97
Golden State Warriors,New York Knicks,Sun Mar 5 2017,3:30 pm,112,105
Boston Celtics,Phoenix Suns,Sun Mar 5 2017,5:00 pm,106,109
Utah Jazz,Sacramento Kings,Sun Mar 5 2017,6:00 pm,110,109
Orlando Magic,Washington Wizards,Sun Mar 5 2017,5:00 pm,114,115
Golden State Warriors,Atlanta Hawks,Mon Mar 6 2017,7:30 pm,119,111
Indiana Pacers,Charlotte Hornets,Mon Mar 6 2017,8:00 pm,88,100
Miami Heat,Cleveland Cavaliers,Mon Mar 6 2017,7:00 pm,106,98
Sacramento Kings,Denver Nuggets,Mon Mar 6 2017,9:00 pm,96,108
Chicago Bulls,Detroit Pistons,Mon Mar 6 2017,7:30 pm,95,109
Boston Celtics,Los Angeles Clippers,Mon Mar 6 2017,10:30 pm,102,116
Brooklyn Nets,Memphis Grizzlies,Mon Mar 6 2017,8:00 pm,122,109
New York Knicks,Orlando Magic,Mon Mar 6 2017,7:00 pm,113,105
Milwaukee Bucks,Philadelphia 76ers,Mon Mar 6 2017,7:00 pm,112,98
Houston Rockets,San Antonio Spurs,Mon Mar 6 2017,8:30 pm,110,112
New Orleans Pelicans,Utah Jazz,Mon Mar 6 2017,9:00 pm,83,88
Los Angeles Lakers,Dallas Mavericks,Tue Mar 7 2017,8:30 pm,111,122
Portland Trail Blazers,Oklahoma City Thunder,Tue Mar 7 2017,8:00 pm,126,121
Washington Wizards,Phoenix Suns,Tue Mar 7 2017,9:00 pm,131,127
Brooklyn Nets,Atlanta Hawks,Wed Mar 8 2017,7:30 pm,105,110
Washington Wizards,Denver Nuggets,Wed Mar 8 2017,9:00 pm,123,113
Boston Celtics,Golden State Warriors,Wed Mar 8 2017,10:30 pm,99,86
Utah Jazz,Houston Rockets,Wed Mar 8 2017,8:00 pm,115,108
Detroit Pistons,Indiana Pacers,Wed Mar 8 2017,8:00 pm,98,115
Charlotte Hornets,Miami Heat,Wed Mar 8 2017,7:30 pm,101,108
New York Knicks,Milwaukee Bucks,Wed Mar 8 2017,8:00 pm,93,104
Los Angeles Clippers,Minnesota Timberwolves,Wed Mar 8 2017,8:00 pm,91,107
Toronto Raptors,New Orleans Pelicans,Wed Mar 8 2017,8:00 pm,94,87
Chicago Bulls,Orlando Magic,Wed Mar 8 2017,7:00 pm,91,98
Sacramento Kings,San Antonio Spurs,Wed Mar 8 2017,8:30 pm,104,114
Cleveland Cavaliers,Detroit Pistons,Thu Mar 9 2017,7:30 pm,101,106
Los Angeles Clippers,Memphis Grizzlies,Thu Mar 9 2017,8:00 pm,114,98
San Antonio Spurs,Oklahoma City Thunder,Thu Mar 9 2017,8:00 pm,92,102
Los Angeles Lakers,Phoenix Suns,Thu Mar 9 2017,10:30 pm,122,110
Philadelphia 76ers,Portland Trail Blazers,Thu Mar 9 2017,10:00 pm,108,114
Toronto Raptors,Atlanta Hawks,Fri Mar 10 2017,8:00 pm,99,105
Houston Rockets,Chicago Bulls,Fri Mar 10 2017,8:00 pm,115,94
Orlando Magic,Charlotte Hornets,Fri Mar 10 2017,7:00 pm,81,121
Brooklyn Nets,Dallas Mavericks,Fri Mar 10 2017,9:00 pm,96,105
Boston Celtics,Denver Nuggets,Fri Mar 10 2017,9:00 pm,99,119
Indiana Pacers,Milwaukee Bucks,Fri Mar 10 2017,8:00 pm,85,99
Golden State Warriors,Minnesota Timberwolves,Fri Mar 10 2017,8:00 pm,102,103
Washington Wizards,Sacramento Kings,Fri Mar 10 2017,10:30 pm,130,122
New Orleans Pelicans,Charlotte Hornets,Sat Mar 11 2017,7:00 pm,125,122
Phoenix Suns,Dallas Mavericks,Sat Mar 11 2017,9:00 pm,100,98
New York Knicks,Detroit Pistons,Sat Mar 11 2017,5:00 pm,92,112
Philadelphia 76ers,Los Angeles Clippers,Sat Mar 11 2017,3:30 pm,100,112
Atlanta Hawks,Memphis Grizzlies,Sat Mar 11 2017,9:00 pm,107,90
Toronto Raptors,Miami Heat,Sat Mar 11 2017,8:00 pm,89,104
Minnesota Timberwolves,Milwaukee Bucks,Sat Mar 11 2017,8:00 pm,95,102
Utah Jazz,Oklahoma City Thunder,Sat Mar 11 2017,3:00 pm,104,112
Cleveland Cavaliers,Orlando Magic,Sat Mar 11 2017,7:00 pm,116,104
Washington Wizards,Portland Trail Blazers,Sat Mar 11 2017,10:00 pm,125,124
Denver Nuggets,Sacramento Kings,Sat Mar 11 2017,10:30 pm,105,92
Golden State Warriors,San Antonio Spurs,Sat Mar 11 2017,8:30 pm,85,107
Chicago Bulls,Boston Celtics,Sun Mar 12 2017,3:30 pm,80,100
New York Knicks,Brooklyn Nets,Sun Mar 12 2017,6:00 pm,112,120
Cleveland Cavaliers,Houston Rockets,Sun Mar 12 2017,9:00 pm,112,117
Miami Heat,Indiana Pacers,Sun Mar 12 2017,6:00 pm,98,102
Philadelphia 76ers,Los Angeles Lakers,Sun Mar 12 2017,9:30 pm,118,116
Portland Trail Blazers,Phoenix Suns,Sun Mar 12 2017,9:00 pm,110,101
